PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.0,0.0,europe,ইউরোপ
0.0,0.0,eurocentric,ইউরোপকেন্দ্রিক
0.0,0.0,europa,ইউরোপা
0.0,0.0,european_community,ইউরোপিও সমাজব্যাবস্থা
0.0,0.0,european,ইউরোপীয়
0.0,0.0,european_economic_community,ইউরোপীয় অর্থনৈতিক কমিউনিটি
0.0,0.0,gean,ইউরোপীয় বুনো চেরি ফল
0.0,0.125,dago,ইউরোপের অধিবাসীর অবজ্ঞাসূচক নাম
0.5,0.0,euler,ইউলার
0.0,0.0,josue,ইউসা
0.125,0.0,eusebius,ইউসেবিয়াসের
0.0,0.0,eas,ইএএস
0.0,0.0,emg,ইএমজি
0.0,0.0,elmwood,ইওরোপের একধরনের বৃক্ষ কাঠ
0.0,0.0,elm_tree,ইওরোপের একধরনের বৃক্ষ গাছ
0.0,0.0,icteric,ইকটেরিক
0.0,0.0,econometric,ইকনমেট্রিক
0.0,0.0,e-commerce,ই-কমার্স
0.0,0.0,icarus,ইকারুস
0.0,0.0,arequipa,ইকুতস
0.0,0.0,equaliser,ইকুয়ালাইজার
0.0,0.5,ecuadoran,ইকুয়েডোরান
0.0,0.5,ecuador,ইকোয়াডর
0.0,0.0,ecuadorian,ইকোয়াডরসঙক্রান্ত
0.125,0.0,eco-warfare,ইকো-যুদ্ধবিগ্রহ
0.0,0.0,ignition,ইগনিশন
0.0,0.0,ignition_key,ইগনিশন কি
0.0,0.0,ignition_coil,ইগনিশন কুণ্ডলী
0.0,0.0,ignition_system,ইগনিশন সিস্টেম
0.0,0.0,iguazu,ইগাজু
0.0,0.0,iguazu_falls,ইগাজু জলপ্রপাত
0.0,0.0,iguassu,ইগূআসসু
0.0,0.0,igbo,ইগ্বো
0.0,0.0,ink-jet_printer,ইঙ্কজেট প্রিন্টার
0.0,0.0,anglo-jewish,ইঙ্গ-ইহুদি
0.0,0.0,anglo-catholic,ইঙ্গ-ক্যাথলিক
0.0,0.0,anglo-french,ইঙ্গ-ফরাসি
0.0,0.0,anglo-indian,ইঙ্গ-ভারতীয়
0.0,0.0,hint,ইঙ্গিত
0.0,0.0,impressionism,ইঙ্গিতে চিত্রাঙ্কন
0.0,0.125,desire,ইচ্ছা
0.0,0.0,deliberate,ইচ্ছাকৃত
0.0,0.375,inadequately,ইচ্ছাকৃত ভাবে
0.0,0.5,intentionally,ইচ্ছাকৃতভাবে
0.0,0.0,indulgence,ইচ্ছাপূরণ
0.0,0.0,arbitrarily,ইচ্ছামত
0.375,0.0,consenting,ইচ্ছু
0.25,0.0,ho,ইছ
0.0,0.0,ijtihad,ইজতিহাদ
0.0,0.0,izmir,ইজমির
0.0,0.0,inch,ইঞ্চি
0.0,0.0,engine,ইঞ্জিন
0.0,0.0,engine_room,ইঞ্জিন কক্ষ
0.0,0.0,engine_failure,ইঞ্জিন ব্যর্থতা
0.0,0.0,engine_block,ইঞ্জিন ব্লক
0.5,0.0,injectable,ইঞ্জেকশনভিত্তিক
0.0,0.0,brick,ইট
0.0,0.0,brick-shaped,ইট-আকৃতির
0.125,0.0,brickfield,ইটখোলা
0.0,0.0,etonian,ইটন কলেজ শিক্ষিত
0.25,0.125,bricklaying,ইটভাটার
0.0,0.0,bricks_and_mortar,ইটসমূহ এবং কামান
0.0,0.0,brick_red,ইটের লাল
0.0,0.0,etruscan,ইট্রুরিআর অধিবাসী
0.0,0.0,ew,ইডব্ল্যু
0.375,0.125,ed,ইডি
0.0,0.0,eds,ইডিএস
0.5,0.125,idiopathic,ইডিওপ্যাথিক
0.0,0.0,idiomatical,ইডিত্তম্যাটিক
0.0,0.0,heretofore,ইত: পূর্বে
0.0,0.0,blackleg,ইতর লোক
0.125,0.0,doxy,ইতর স্ত্রীলোক
0.0,0.0,heterosexuality,ইতররতি
0.0,0.0,heterosexual,ইতররতি-প্রবণ
0.0,0.0,hither_and_thither,ইতস্তত
0.0,0.0,italy,ইতালি
0.0,0.0,italian,ইতালিয়ান
0.0,0.0,italian-speaking,ইতালিয়ান ভাষী
0.5,0.25,dismantled,ইতি টেনে
0.0,0.0,affirmative_action,ইতিবাচক পদক্ষেপ
0.125,0.0,already,ইতিমধ্যে
0.0,0.0,history,ইতিহাস
0.0,0.0,historicism,ইতিহাসবাদ
0.0,0.0,historian,ইতিহাসবেত্তা
0.0,0.0,historiography,ইতিহাস-রচনা
0.0,0.0,historiographer,ইতিহাস-রচয়িতা
0.0,0.0,etcetera,ইত্যাদি
0.0,0.0,ethyl,ইথাইল
0.0,0.0,ethyl_alcohol,ইথাইল এলকোহল
0.0,0.0,ithaca,ইথাকা
0.0,0.0,ethanol,ইথানল
0.0,0.0,aether,ইথার
0.0,0.0,ethernet,ইথারনেট
0.0,0.0,ethernet_cable,ইথারনেট তারের
0.0,0.0,ethiopia,ইথিওপিয়া
0.0,0.0,ethene,ইথিন
0.0,0.0,ethylene,ইথিলিন
0.0,0.0,ethylene_glycol,ইথিলিন গ্লাইকল
0.0,0.0,incoming,ইনকামিং
0.0,0.0,ins,ইনগুলি
0.0,0.0,chug,ইনজিনের ভট্ভট্ শব্দ
0.0,0.0,injection,ইনজেকশন
0.0,0.0,ingenue,ইনজেনুর
0.0,0.0,in-basket,ইন-ঝুড়ি
0.0,0.0,intensive_care_unit,ইনটেনসিভ কেয়ার ইউনিট
0.0,0.0,interoperability,ইনটেরোপিরাবিলিটি
0.25,0.0,induction_coil,ইনডাকশন কয়েল
0.0,0.0,in-joke,ইন-তামাশা
0.0,0.0,input,ইনপুট
0.0,0.0,input_file,ইনপুট ফাইল
0.0,0.0,input_signal,ইনপুট সংকেত
0.0,0.0,informatics,ইনফরমেটিক্স
0.0,0.0,infarction,ইনফার্কশন
0.0,0.0,infotainment,ইনফোটেইনমেন্ট
0.0,0.0,infrared_light,ইনফ্রারেড আলো
0.0,0.25,in-migration,ইন-মাইগ্রেশন
0.0,0.0,in-fighting,ইন-যুদ্ধ
0.625,0.125,enlivening,ইনলাইভেনিং
0.0,0.125,in-situ,ইন-সিটু
0.0,0.0,in-bounds,ইন-সীমা
0.0,0.0,install,ইনস্টল
0.0,0.0,installing,ইনস্টল করার
0.0,0.0,instar,ইনস্টারে চলে
0.0,0.0,instantiation,ইনস্ট্যান্স
0.0,0.0,inning,ইনিংস
0.0,0.0,initialise,ইনিশিয়ালাইজ
0.0,0.0,inuit,ইনুইট
0.0,0.0,interconnection,ইন্টারকানেকশন
0.0,0.0,interconnect,ইন্টারকানেক্ট
0.0,0.0,intertrigo,ইন্টারটিগো
0.0,0.0,internist,ইন্টারনাল মেডিসিন বিশেষজ্ঞ
0.0,0.0,internet,ইন্টারনেট
0.0,0.0,internet_explorer,ইন্টারনেট এক্সপ্লোরার
0.0,0.0,internet_site,ইন্টারনেট সাইটে
0.0,0.0,internationale,ইন্টারন্যাশনাল
0.0,0.0,interpol,ইন্টারপোল
0.0,0.0,interferon,ইন্টারফেরন
0.0,0.0,interferometer,ইন্টারফেরোমিটার
0.0,0.0,interface,ইন্টারফেস
0.0,0.0,interleukin,ইন্টারলিউকিন
0.0,0.0,interlingua,ইন্টারলিঙ্গুয়া
0.0,0.0,interlinear,ইন্টারলিনিয়ার
0.0,0.375,interlaced,ইন্টারলেসড
0.0,0.0,interscholastic,ইন্টারস্কলাস্টিক
0.375,0.125,interactive,ইন্টারেক্টিভ
0.0,0.0,internship,ইন্টার্নশীপ
0.0,0.0,integration,ইন্টিগ্রেশন
0.0,0.75,interrogator,ইন্টেরোগেটর
0.0,0.0,intracranial,ইন্ট্রাক্রেনিয়াল
0.0,0.0,intranet,ইন্ট্রানেট
0.0,0.0,intramuscular,ইন্ট্রামাসকুলার
0.0,0.0,intro,ইন্ট্রো
0.0,0.0,indic,ইন্ডিক
0.0,0.0,indigofera,ইন্ডিগুফেরা
0.0,0.0,indiana,ইন্ডিয়ানা
0.0,0.0,indianapolis,ইন্ডিয়ানাপলিস
0.0,0.625,indie,ইন্ডিয়ে
0.0,0.0,indexing,ইন্ডেক্স
0.0,0.0,inti,ইন্তি
0.0,0.0,intifada,ইন্তিফাদা
0.0,0.0,intrauterine,ইন্ত্রুতেরিনা
0.0,0.0,indo-aryan,ইন্দো-আর্য
0.0,0.0,indo-european,ইন্দো-ইউরোপীয়
0.0,0.0,indo-iranian,ইন্দো-ইরানীয়
0.0,0.0,indochina,ইন্দোচীন
0.0,0.0,indo-germanic,ইন্দো-জার্মানিক
0.0,0.125,indonesia,ইন্দোনেশিয়া
0.0,0.0,indo-hittite,ইন্দো-হিট্টিট
0.0,0.0,indra,ইন্দ্র
0.125,0.625,glamor,ইন্দ্রজাল
0.625,0.0,kindling,ইন্ধন
0.625,0.125,influenza,ইন্ফলুএন্জারোগ
0.0,0.0,innsbruck,ইন্সব্রুক
0.0,0.0,insulin,ইন্সুলিন
0.0,0.125,epsom_salts,ইপসম লবন
0.0,0.0,epi,ইপিআই
0.0,0.0,epicondyle,ইপিকন্ডাইল
0.0,0.0,ephesians,ইফিষীয়
0.0,0.0,ephesian,ইফিষের
0.0,0.0,ephedrine,ইফেড্রাইন
0.0,0.0,ephesus,ইফেসাসে
0.0,0.0,ibn-sina,ইবনে-সিনা
0.0,0.0,ibsen,ইবসেন
0.0,0.0,ibid.,ইবিড।
0.0,0.0,ibuprofen,ইবুপ্রফেন
0.0,0.0,e-bomb,ই-বোমা
0.0,0.0,ebola,ইবোলা
0.0,0.0,ibrahim,ইব্রাহিম
0.0,0.0,eve,ইভ
0.0,0.0,evans,ইভান্স
0.125,0.0,curvaceous,ইভার্ট
0.0,0.0,event_planner,ইভেন্ট পরিকল্পক
0.0,0.0,implant,ইমপ্লান্ট
0.0,0.0,erection,ইমারত
0.0,0.0,emergency_brake,ইমার্জেন্সি ব্রেক
0.0,0.25,immunodeficiency,ইমিউনো
0.0,0.0,immunoglobulin,ইমিউনোগ্লোব্যুলিন
0.0,0.0,immunogenic,ইমিউনোজেনিক
0.0,0.0,immunotherapy,ইমিউনোথেরাপি
0.0,0.0,email,ই-মেইল
0.0,0.0,image_compression,ইমেজ কম্প্রেশন
0.0,0.5,imaging,ইমেজিং
0.0,0.0,eames,ইমেস
0.0,0.0,emoticon,ইমোটিকন
0.0,0.0,impedance,ইম্পিডেন্স
0.0,0.0,impressionistic,ইম্প্রেশনিস্টিক
0.25,0.25,iago,ইয়াগো
0.625,0.125,facetiousness,ইয়ারকি
0.0,0.0,earpiece,ইয়ারপিস
0.125,0.0,eocene,ইয়োসিন
0.0,0.0,erythroxylum,ইরাইথ্রোজাইলাম
0.0,0.0,irak,ইরাক
0.0,0.0,iraki,ইরাকবাসী
0.0,0.0,iraqi,ইরাকি
0.0,0.0,iran,ইরান
0.0,0.0,irani,ইরানি
0.0,0.0,iranian,ইরানের
0.125,0.0,irrawaddy,ইরাবতী
0.0,0.0,erasmus,ইরাসমাস
0.0,0.0,erie,ইরি
0.0,0.0,iridium,ইরিডিয়াম
0.0,0.0,eritrea,ইরিত্রিয়া
0.0,0.0,eritrean,ইরিত্রিয়ার
0.375,0.0,erectile_tissue,ইরেক্টিল টিস্যু
0.0,0.0,erasure,ইরেজিওর
0.625,0.0,erasable,ইরেজেবল
0.125,0.125,iroquoian,ইরোকোইয়ান
0.0,0.0,herod,ইরোদ্
0.0,0.0,eelam,ইলম
0.0,0.0,elastic_modulus,ইলাস্টিক মডুলাস
0.0,0.0,illustrator,ইলাস্ট্রেটর
0.0,0.0,illinois,ইলিনয়
0.0,0.0,eliot,ইলিয়ট
0.0,0.0,iliad,ইলিয়াড
0.0,0.0,elijah,ইলিয়াস
0.0,0.0,electron_microscope,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
0.0,0.0,electronegative,ইলেকট্রন বিন্যাস
0.0,0.0,electronic_device,ইলেকট্রনিক যন্ত্র
0.0,0.0,electronics,ইলেকট্রনিক্স
0.0,0.0,electrostatic,ইলেকট্রস্ট্যাটিক
0.0,0.0,electrostatic_precipitator,ইলেকট্রস্ট্যাটিক প্রেসিপিটেটর
0.0,0.0,electra,ইলেকট্রা
0.0,0.0,electrocardiograph,ইলেকট্রোকার্ডিওগ্রাফ
0.25,0.0,electron,ইলেক্ট্রন
0.0,0.0,electron_microscopy,ইলেক্ট্রন অনুবীক্ষণ
0.0,0.0,electron_beam,ইলেক্ট্রন মরীচি
0.0,0.0,electronic_dictionary,ইলেক্ট্রনিক অভিধান
0.0,0.0,electronic_mail,ইলেক্ট্রনিক মেইল
0.0,0.0,betatron,ইলেক্ট্রনের গতি ত্বরাম্বিত করার যন্ত্রবিশেষ
0.0,0.0,electrum,ইলেক্ট্রাম
0.0,0.0,electroconvulsive_therapy,ইলেক্ট্রোকনভালসিভ থেরাপি
0.0,0.0,electroneutral,ইলেক্ট্রোনিউট্রাল
0.0,0.0,electromagnetic,ইলেক্ট্রোম্যাগনেটিক
0.0,0.0,electromagnetic_wave,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
0.0,0.0,electromagnetic_spectrum,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
0.0,0.0,electrolyte,ইলেক্ট্রোলাইট
0.0,0.0,ile-de-france,ইল্-দ্য-ফ্রঁস
0.0,0.0,handbill,ইশতিহার
0.0,0.0,circularize,ইশতিহার পাঠান
0.0,0.0,isaiah,ইশাইয়ার
0.0,0.0,allusion,ইশারা
0.0,0.0,beckon,ইশারা করা
0.0,0.0,issachar,ইষাখর
0.0,0.0,esther,ইষ্টের
0.0,0.0,aesculapian,ইসকিউলেপিয়াস সম্বন্ধীয়
0.0,0.0,ismaili,ইসমাইলি
0.0,0.0,ishmael,ইসমাঈল
0.0,0.0,israeli,ইসরাইলি
0.0,0.0,islam,ইসলাম
0.5,0.0,islamist,ইসলামপন্থী
0.5,0.0,islamism,ইসলামবাদ
0.0,0.0,islamabad,ইসলামাবাদ
0.0,0.0,islamic_law,ইসলামিক আইন
0.0,0.0,islamize,ইসলামিকিকরণ
0.0,0.0,islamic,ইসলামী
0.0,0.0,isaac,ইসহাক
0.0,0.0,isabella,ইসাবেলার
0.0,0.0,ec,ইসি
0.0,0.0,ecc,ইসিসি
0.0,0.0,aeschylus,ইস্কাইলাস
0.0,0.0,ischaemic,ইস্চেমিক
0.0,0.0,ischemic_stroke,ইস্চেমিক স্ট্রোক
0.125,0.0,eastman,ইস্টম্যান
0.0,0.0,eastern_standard_time,ইস্টার্ন স্ট্যান্ডার্ড টাইম
0.0,0.0,estrogen,ইস্ট্রজেন
0.25,0.0,istanbul,ইস্তাম্বুল
0.0,0.0,ishtar,ইস্তার
0.0,0.0,brochure,ইস্তাহার
0.0,0.0,flatiron,ইস্ত্রি
0.0,0.0,calender,ইস্ত্রি করা
0.0,0.0,ironed,ইস্ত্রী
0.0,0.0,ironing_board,ইস্ত্রী করার বোর্ড
0.0,0.0,basinet,ইস্পাতের শিরস্ত্রাণ
0.0,0.0,isfahan,ইস্পাহান
0.0,0.0,issuance,ইস্যুকরণ
0.0,0.0,issuer,ইস্যুকারী
0.0,0.0,israel,ইস্রায়েল
0.0,0.0,israelites,ইস্রায়েলীয়রা
0.0,0.0,hereupon,ইহাতে
0.0,0.0,hereof,ইহার
0.0,0.0,hereto,ইহার জন্য
0.0,0.0,herewith,ইহার সঙ্গে
0.0,0.0,israelite,ইহুদি
0.0,0.0,jewish-orthodox,ইহুদি অর্থডক্স
0.0,0.0,jewry,ইহুদি জাতি
0.0,0.0,cabala,ইহুদি পণ্ডিতের গুপ্তমন্ত্র
0.0,0.0,jew-bush,ইহুদি-গুল্ম
0.25,0.375,hebraic,ইহুদিজাতিসম্বনধীয়
0.0,0.125,anti-semitism,ইহুদিবিদ্বেষ
0.0,0.0,judaic,ইহুদিসঙক্রান্ত
0.0,0.0,jewess,ইহুদী
0.0,0.0,judaism,ইহুদীধর্মমত
0.0,0.125,antisemitism,ইহুদীবিদ্বেষ
0.0,0.0,judaical,ইহুদীয়
0.0,0.0,judeo-spanish,ইহুদী-স্প্যানিশ
0.0,0.0,iv,ঈ
0.25,0.375,etherealize,ঈথারে পরিণত করা
0.0,0.125,coveted,ঈপ্সিত
0.0,0.0,grail,ঈপ্সিত বস্তু
0.0,0.0,jealously,ঈর্ষা
0.5,0.375,jealous,ঈর্ষান্বিত
0.0,0.0,divinely,ঈশ্বর
0.375,0.0,god's_will,ঈশ্বরের ইচ্ছা
0.5,0.0,grace_of_god,ঈশ্বরের করুণা
0.0,0.0,city_of_god,ঈশ্বরের শহর
0.0,0.125,freshwater,ঈষৎ
0.375,0.125,acidulate,ঈষৎ অম্লযুক্ত
0.125,0.375,alkalescent,ঈষত্ ক্ষারধর্মী
0.0,0.0,high-grade,উঁচু শ্রেণী
0.0,0.0,high_up,উঁচুতে
0.0,0.0,jolty,উঁচুনিচু
0.0,0.0,glean,উঁচ্ছবৃত্তি
0.0,0.0,drudge,উঁচ্ছবৃত্তি করা
0.0,0.0,guillemot,উঃ মেরু অঞ্চলের সামুদ্রিক পাখি
0.0,0.0,isle_of_wight,উইট আইল অব
0.0,0.0,anthill,উইঢিবি
0.0,0.0,fenestra,উইন্ডোজ
0.0,0.0,devise,উইল
0.0,0.0,devisor,উইল-কর্তা
0.0,0.0,intestacy,উইলবিহীন
0.0,0.0,advocate,উকিল
0.375,0.0,head_lice,উকুন
0.0,0.0,enunciation,উক্তি
0.0,0.0,austere,উগ্র
0.0,0.0,jingo,উগ্র স্বদেশপ্রেমিক
0.125,0.25,hot-blooded,উগ্রস্বভাব
0.0,0.125,hothead,উগ্রস্বভাব ব্যক্তি
0.25,0.0,high_and_low,উচু এবং নিচু
0.375,0.0,high-low,উচু নিচু
0.5,0.0,high_street,উচু রাস্তা
0.125,0.25,high,উচ্চ
0.5,0.0,high_status,উচ্চ অবস্থা
0.375,0.0,high-keyed,উচ্চ অস্থির
0.375,0.0,high-spiritedness,উচ্চ আত্মিকতা
0.0,0.0,high_court,উচ্চ আদালত
0.0,0.0,highchair,উচ্চ আসন
0.125,0.0,high-altitude,উচ্চ উচ্চতায়
0.125,0.0,high-and-mighty,উচ্চ এবং ক্ষমতাশালী
0.0,0.0,high-low-jack,উচ্চ কম জ্যাক
0.0,0.0,high-power,উচ্চ ক্ষমতা
0.5,0.0,high-powered,উচ্চ ক্ষমতাপ্রাপ্ত
0.0,0.0,high-speed,উচ্চ গতি
0.0,0.0,high_quality,উচ্চ গুনসম্পন্ন
0.375,0.0,high-muck-a-muck,উচ্চ গোবর-এ-গোবর
0.125,0.0,high-necked,উচ্চ গ্রীব
0.25,0.0,high-density_lipoprotein,উচ্চ ঘনত্বের লিপোপ্রোটিন
0.125,0.125,high-pressure,উচ্চ চাপ
0.0,0.0,high-water_mark,উচ্চ জলসীমা
0.125,0.0,high_life,উচ্চ জীবন
0.0,0.0,high-risk,উচ্চ ঝুঁকি
0.5,0.0,high-tension,উচ্চ টান
0.375,0.125,high-ticket,উচ্চ টিকেট
0.0,0.0,high_frequency,উচ্চ তরঙ্গ
0.25,0.0,high_temperature,উচ্চ তাপমাত্রা
0.125,0.0,high_wire,উচ্চ তারের
0.0,0.0,high-pitched,উচ্চ ত্ত তীক্ষ্ন স্বরবিশিষ্ট
0.375,0.0,high-stepped,উচ্চ ধাপ ধাপ
0.0,0.0,high-stepping,উচ্চ পদবিন্যাস
0.0,0.0,high_profile,উচ্চ পদস্ত
0.0,0.0,higher-ranking,উচ্চ পদস্থ
0.375,0.0,high-performance,উচ্চ পারদর্শিতা
0.0,0.0,high-pass_filter,উচ্চ পাস ফিল্টার
0.5,0.0,in_high_spirits,উচ্চ প্রফুল্লতা
0.0,0.0,high_tech,উচ্চ প্রযুক্তি
0.25,0.0,high-yield,উচ্চ ফলন
0.0,0.0,high_school,উচ্চ বিদ্যালয
0.125,0.0,high_treason,উচ্চ বিশ্বাসঘাতকতা
0.0,0.0,high-voltage,উচ্চ ভোল্টেজের
0.375,0.0,high-mindedness,উচ্চ মানসিকতার
0.25,0.0,hypertension,উচ্চ রক্তচাপ
0.375,0.0,high-resolution,উচ্চ রেজল্যুশন
0.125,0.0,high_jump,উচ্চ লাফ
0.0,0.0,high-tail,উচ্চ লেঙ্গুড়
0.0,0.0,high-energy,উচ্চ শক্তি
0.0,0.0,higher_education,উচ্চ শিক্ষা
0.0,0.0,head_over_heels,উচ্চ শিখরে
0.375,0.0,high-top,উচ্চ শীর্ষ
0.375,0.0,high-topped,উচ্চ শীর্ষস্থানে
0.0,0.0,high-class,উচ্চ শ্রেণী
0.125,0.0,high-backed,উচ্চ সমর্থিত
0.0,0.0,high-potential,উচ্চ সম্ভাবনা
0.375,0.125,high-crowned,উচ্চ সম্মানিত
0.0,0.0,brigadier,উচ্চ সামরিক উপাধিবিশেষ
0.25,0.5,high-interest,উচ্চ সুদ
0.0,0.0,high_ground,উচ্চ স্থল
0.0,0.25,bumper_car,উচ্চ স্বরে পড়া
0.0,0.0,anticyclone,উচ্চচাপের বায়পূর্ণ অঁচল হইতে প্রবাহিত ঘূর্ণায়মান বাতাসের প্রবাহ
0.875,0.0,ennobling,উচ্চতর
0.0,0.0,altitude,উচ্চতা
0.0,0.0,altimeter,উচ্চতা মাপিবার যন্ত্রবিশেষ
0.375,0.125,acrophobia,উচ্চতা সম্পর্কে ভীষণ ভীতি
0.0,0.0,altitude_sickness,উচ্চতায় অসুস্থতা
0.125,0.125,benchmark,উচ্চতার চিহ্ন
0.0,0.0,forte-piano,উচ্চনিনাদী-পিয়ানো
0.0,0.0,exaltation,উচ্চপদ
0.0,0.0,commodore,উচ্চপদস্থ নৌসেনাপতি
0.0,0.0,high-five,উচ্চ-পাঁচ
0.0,0.0,extol,উচ্চপ্রশংসা করা
0.0,0.0,high-octane,উচ্চশক্তিসম্পন্ন বিশেষ ধরনের জ্বালানি
0.0,0.0,clamorous,উচ্চশব্দকারী
0.0,0.0,bordeaux,উচ্চশ্রেণীর মদ্যবিশেষ
0.0,0.125,high_society,উচ্চসমাজ
0.125,0.0,high-level,উচ্চস্তর
0.5,0.0,ambition,উচ্চাকাঙ্ক্ষা
0.5,0.125,ambitious,উচ্চাকাঙ্ক্ষী
0.25,0.125,fly_high,উচ্চাকাঙ্ক্ষী হত্তয়া
0.5,0.125,ambitiously,উচ্চাকাঙ্ক্ষীভাবে
0.0,0.0,accentuation,উচ্চারণ
0.0,0.0,accentuate,উচ্চারণ করা
0.0,0.0,elide,উচ্চারণ না করা
0.375,0.0,high-toned,উচ্চৈ: স্বর
0.0,0.0,high_blood_pressure,উচ্চ্ রক্তচাপ
0.0,0.0,bonemeal,উচ্ছিষ্ট খাবার
0.5,0.0,bald-headed,উচ্ছৃঙ্খলভাবে
0.0,0.0,eradication,উচ্ছেদ
0.0,0.0,abrogate,উচ্ছেদ করা
0.0,0.0,effervesce,উচ্ছ্বসিত হত্তয়া
0.0,0.125,abounding,উচ্ছ্বাসিত
0.375,0.125,brightly-colored,উজ্জলভাবে রঞ্জিত
0.125,0.0,bright,উজ্জ্বল
0.375,0.125,bright_side,উজ্জ্বল দিক
0.375,0.125,bright_blue,উজ্জ্বল নীল
0.125,0.0,blende,উজ্জ্বল পদার্থবিশেষ
0.0,0.0,bright-red,উজ্জ্বল লাল
0.0,0.0,acetylene,উজ্জ্বল শিখাযুক্ত বর্ণহীন গ্যাসবিশেষ
0.0,0.125,brightness,উজ্জ্বলতা
0.25,0.375,florid,উজ্জ্বলবর্ণ
0.25,0.0,glaringly,উজ্জ্বলরূপে
0.0,0.0,camel,উট
0.0,0.0,get-up-and-go,উঠ এবং যাও
0.0,0.0,junkyard,উঠলে আস্তাকুঁড়ে
0.0,0.0,arise,উঠা
0.0,0.0,abolish,উঠান
0.0,0.0,get_up,উঠে পড়
0.0,0.0,flying,উড়ন্ত
0.0,0.0,flying_buttress,উড়ন্ত আলম্ব
0.0,0.0,flying_squirrel,উড়ন্ত কাঠবিড়াল
0.0,0.0,flying_carpet,উড়ন্ত কার্পেট
0.5,0.0,flying_dragon,উড়ন্ত ড্রাগন
0.0,0.0,flying_dutchman,উড়ন্ত ত্তলন্দাজ
0.0,0.0,flying_bird,উড়ন্ত পাখি
0.0,0.0,flying_fish,উড়ন্ত মাছ
0.0,0.0,flying_colors,উড়ন্ত রং
0.0,0.0,flying_start,উড়ন্ত শুরু
0.0,0.125,abound,উড়া
0.0,0.0,airily,উড়া উড়া
0.0,0.5,flightless,উড়ান
0.0,0.5,flightless_bird,উড়ান পাখি
0.5,0.25,dismissive,উড়িয়ে
0.5,0.0,fly-by,উড়ে বাই
0.0,0.0,flyaway,উড়ে যাত্তয়া
0.125,0.0,fly-fishing,উড়ে-মাছধরা
0.0,0.125,jalopy,উড়োজাহাজ
0.0,0.0,downhill,উতরাই
0.0,0.0,arrive_at,উতরান
0.0,0.0,fountainhead,উৎস
0.0,0.0,artesian_well,উৎসকূপ
0.0,0.0,festival,উৎসব
0.0,0.0,devote,উৎসর্গ
0.375,0.0,encouragingly,উৎসাহ
0.25,0.5,heartening,উৎসাহজনক
0.125,0.0,cheer_up,উৎসাহিত করা
0.375,0.0,enthusiastically,উৎসাহের
0.0,0.0,chauvinist,উত্কট স্বদেশভক্ত
0.0,0.0,chauvinistic,উত্কট স্বদেশভক্তিসংপন্ন
0.0,0.0,carved,উত্কীর্ণ
0.0,0.0,classy,উত্কৃষ্ট
0.0,0.0,havana,উত্কৃষ্ট চুরূ-বিশেষ
0.0,0.0,bribery,উত্কোচ গ্রহণ
0.0,0.0,briber,উত্কোচ-দাতা
0.25,0.0,heightening,উত্ক্রান্তি
0.375,0.25,heated,উত্তপ্ত
0.0,0.875,inflame,উত্তপ্ত করা
0.0,0.375,hot-wire,উত্তপ্ত তার
0.875,0.0,better,উত্তম
0.0,0.0,clinking,উত্তম ধরণের
0.125,0.0,handsomely,উত্তম পন্থায় বিদায়
0.0,0.0,gastronomic,উত্তম পানভোজনসংক্রান্ত
0.0,0.0,bondholder,উত্তমর্ণ
0.0,0.0,cape_of_good_hope,উত্তমাশা অন্তরীপ
0.0,0.375,ans,উত্তর
0.0,0.0,addax,উত্তর আফ্রিকার বাঁকা শিংওয়ালা বৃহত্ কৃষ্ণসার হরিণ
0.0,0.0,arctic_ocean,উত্তর মহাসাগর
0.0,0.0,eider,উত্তর মহাসাগরীয় হংস-বিশেষ
0.0,0.0,arctic,উত্তর মেরু সঙক্রান্ত
0.0,0.0,answering_machine,উত্তর মেশিন
0.0,0.0,ascension,উত্তরণ
0.0,0.0,descendants,উত্তরপুরূষ
0.0,0.75,antiphonal,উত্তরবাচক
0.0,0.0,boreas,উত্তরবায়ু
0.0,0.0,appellate,উত্তরবিচারকারী
0.0,0.0,auk,উত্তর-সমুদ্র-অঁচলের ক্ষুদ্র ডানাত্তয়ালা পক্ষিবিশেষ
0.0,0.0,hereditament,উত্তরাধিকার
0.0,0.0,inheritance_tax,উত্তরাধিকার কর
0.25,0.625,disinherit,উত্তরাধিকার থেকে বঞ্চিত
0.0,0.0,inherited,উত্তরাধিকারসূত্রে
0.0,0.0,heritable,উত্তরাধিকারসূত্রে প্রাপ্তিসিাধ্য
0.0,0.0,inheritress,উত্তরাধিকারিণী
0.0,0.0,heir,উত্তরাধিকারী
0.0,0.0,heir-at-law,উত্তরাধিকারী-এট-ল
0.0,0.0,convex,উত্তল
0.0,0.0,camber,উত্তল বক্রতা
0.0,0.0,calorie,উত্তাপের মাপবিশেষ
0.0,0.125,billow,উত্তাল তরঙ্গ
0.25,0.25,excitable,উত্তেজনক্ষম
0.5,0.0,brouhaha,উত্তেজনা
0.25,0.25,breathtaking,উত্তেজনাপূর্ণ
0.125,0.0,arousal,উত্তেজনার
0.0,0.0,excited,উত্তেজিত
0.0,0.0,astir,উত্তেজিত অবস্থায়
0.0,0.0,ferment,উত্তেজিত করা
